#          FTT         Ub/Uref          Force*      Ma_max  accu_cnt      uu_RS_chk          k_chk     GPU_min          Error         CV_uu%          CV_k%   Conv
      0.260419    0.3225882287    1.1871139511    0.012315         0   0.000000e+00   0.000000e+00      4.1719   1.656231e-03  -1.000000e+00  -1.000000e+00      0
      0.260650    0.3231229113    1.1871139511    0.012335         0   0.000000e+00   0.000000e+00      4.1739   1.654734e-03  -1.000000e+00  -1.000000e+00      0
      0.260881    0.3236576913    1.1891189819    0.012356         0   0.000000e+00   0.000000e+00      4.1760   1.652301e-03  -1.000000e+00  -1.000000e+00      0
      0.261112    0.3241932173    1.1891189819    0.012376         0   0.000000e+00   0.000000e+00      4.1780   1.651873e-03  -1.000000e+00  -1.000000e+00      0
      0.261343    0.3247288102    1.1891189819    0.012397         0   0.000000e+00   0.000000e+00      4.1801   1.649354e-03  -1.000000e+00  -1.000000e+00      0
      0.261574    0.3252648179    1.1911200118    0.012417         0   0.000000e+00   0.000000e+00      4.1821   1.647912e-03  -1.000000e+00  -1.000000e+00      0
      0.261805    0.3258012315    1.1911200118    0.012438         0   0.000000e+00   0.000000e+00      4.1842   1.646444e-03  -1.000000e+00  -1.000000e+00      0
      0.262036    0.3263377133    1.1931170343    0.012458         0   0.000000e+00   0.000000e+00      4.1862   1.643947e-03  -1.000000e+00  -1.000000e+00      0
      0.262267    0.3268749499    1.1931170343    0.012479         0   0.000000e+00   0.000000e+00      4.1883   1.643554e-03  -1.000000e+00  -1.000000e+00      0
      0.262499    0.3274122788    1.1931170343    0.012499         0   0.000000e+00   0.000000e+00      4.1903   1.641138e-03  -1.000000e+00  -1.000000e+00      0
      0.262730    0.3279500237    1.1951100431    0.012520         0   0.000000e+00   0.000000e+00      4.1924   1.639716e-03  -1.000000e+00  -1.000000e+00      0
      0.262961    0.3284882435    1.1951100431    0.012540         0   0.000000e+00   0.000000e+00      4.1945   1.638475e-03  -1.000000e+00  -1.000000e+00      0
      0.263192    0.3290265854    1.1951100431    0.012561         0   0.000000e+00   0.000000e+00      4.1965   1.636165e-03  -1.000000e+00  -1.000000e+00      0
      0.263423    0.3295657138    1.1970990308    0.012581         0   0.000000e+00   0.000000e+00      4.1986   1.635875e-03  -1.000000e+00  -1.000000e+00      0
      0.263654    0.3301050276    1.1970990308    0.012602         0   0.000000e+00   0.000000e+00      4.2337   1.633764e-03  -1.000000e+00  -1.000000e+00      0
      0.263885    0.3306447950    1.1990839900    0.012622         0   0.000000e+00   0.000000e+00      4.2358   1.632469e-03  -1.000000e+00  -1.000000e+00      0
      0.264116    0.3311851274    1.1990839900    0.012643         0   0.000000e+00   0.000000e+00      4.2378   1.631512e-03  -1.000000e+00  -1.000000e+00      0
      0.264347    0.3317256412    1.1990839900    0.012664         0   0.000000e+00   0.000000e+00      4.2399   1.629400e-03  -1.000000e+00  -1.000000e+00      0
      0.264578    0.3322669647    1.2010649123    0.012684         0   0.000000e+00   0.000000e+00      4.2419   1.629182e-03  -1.000000e+00  -1.000000e+00      0
      0.264809    0.3328085466    1.2010649123    0.012705         0   0.000000e+00   0.000000e+00      4.2440   1.627308e-03  -1.000000e+00  -1.000000e+00      0
      0.265040    0.3333505908    1.2030417890    0.012726         0   0.000000e+00   0.000000e+00      4.2461   1.626049e-03  -1.000000e+00  -1.000000e+00      0
      0.265271    0.3338932535    1.2030417890    0.012746         0   0.000000e+00   0.000000e+00      4.2481   1.625258e-03  -1.000000e+00  -1.000000e+00      0
      0.265502    0.3344361162    1.2030417890    0.012767         0   0.000000e+00   0.000000e+00      4.2501   1.623218e-03  -1.000000e+00  -1.000000e+00      0
      0.265733    0.3349797693    1.2050146113    0.012788         0   0.000000e+00   0.000000e+00      4.2522   1.622943e-03  -1.000000e+00  -1.000000e+00      0
      0.265965    0.3355237122    1.2050146113    0.012809         0   0.000000e+00   0.000000e+00      4.2542   1.621176e-03  -1.000000e+00  -1.000000e+00      0
      0.266196    0.3360680894    1.2069833703    0.012829         0   0.000000e+00   0.000000e+00      4.2563   1.619842e-03  -1.000000e+00  -1.000000e+00      0
      0.266427    0.3366131082    1.2069833703    0.012850         0   0.000000e+00   0.000000e+00      4.2584   1.619125e-03  -1.000000e+00  -1.000000e+00      0
      0.266658    0.3371583231    1.2069833703    0.012871         0   0.000000e+00   0.000000e+00      4.2604   1.617089e-03  -1.000000e+00  -1.000000e+00      0
      0.266889    0.3377042933    1.2089480574    0.012892         0   0.000000e+00   0.000000e+00      4.2625   1.616711e-03  -1.000000e+00  -1.000000e+00      0
      0.267120    0.3382505725    1.2089480574    0.012913         0   0.000000e+00   0.000000e+00      4.2645   1.615013e-03  -1.000000e+00  -1.000000e+00      0
      0.267351    0.3387972478    1.2109086637    0.012934         0   0.000000e+00   0.000000e+00      4.2666   1.613577e-03  -1.000000e+00  -1.000000e+00      0
      0.267582    0.3393445776    1.2109086637    0.012954         0   0.000000e+00   0.000000e+00      4.2687   1.612903e-03  -1.000000e+00  -1.000000e+00      0
      0.267813    0.3398920892    1.2109086637    0.012975         0   0.000000e+00   0.000000e+00      4.2707   1.610840e-03  -1.000000e+00  -1.000000e+00      0
      0.268044    0.3404403120    1.2128651806    0.012996         0   0.000000e+00   0.000000e+00      4.2728   1.610335e-03  -1.000000e+00  -1.000000e+00      0
      0.268275    0.3409888561    1.2128651806    0.013017         0   0.000000e+00   0.000000e+00      4.3091   1.608686e-03  -1.000000e+00  -1.000000e+00      0
      0.268506    0.3415377554    1.2148175998    0.013038         0   0.000000e+00   0.000000e+00      4.3112   1.607141e-03  -1.000000e+00  -1.000000e+00      0
      0.268737    0.3420873222    1.2148175998    0.013059         0   0.000000e+00   0.000000e+00      4.3133   1.606510e-03  -1.000000e+00  -1.000000e+00      0
      0.268968    0.3426370589    1.2148175998    0.013080         0   0.000000e+00   0.000000e+00      4.3153   1.604429e-03  -1.000000e+00  -1.000000e+00      0
      0.269199    0.3431874641    1.2167659130    0.013101         0   0.000000e+00   0.000000e+00      4.3174   1.603803e-03  -1.000000e+00  -1.000000e+00      0
      0.269431    0.3437381999    1.2167659130    0.013122         0   0.000000e+00   0.000000e+00      4.3194   1.602196e-03  -1.000000e+00  -1.000000e+00      0
      0.269662    0.3442892408    1.2187101120    0.013143         0   0.000000e+00   0.000000e+00      4.3215   1.600517e-03  -1.000000e+00  -1.000000e+00      0
      0.269893    0.3448409434    1.2187101120    0.013164         0   0.000000e+00   0.000000e+00      4.3235   1.599875e-03  -1.000000e+00  -1.000000e+00      0
      0.270124    0.3453927744    1.2187101120    0.013185         0   0.000000e+00   0.000000e+00      4.3256   1.597691e-03  -1.000000e+00  -1.000000e+00      0
      0.270355    0.3459451902    1.2206501892    0.013206         0   0.000000e+00   0.000000e+00      4.3276   1.596831e-03  -1.000000e+00  -1.000000e+00      0
      0.270586    0.3464978930    1.2206501892    0.013227         0   0.000000e+00   0.000000e+00      4.3297   1.595111e-03  -1.000000e+00  -1.000000e+00      0
      0.270817    0.3470507880    1.2225861375    0.013249         0   0.000000e+00   0.000000e+00      4.3317   1.593124e-03  -1.000000e+00  -1.000000e+00      0
      0.271048    0.3476042701    1.2225861375    0.013270         0   0.000000e+00   0.000000e+00      4.3338   1.592276e-03  -1.000000e+00  -1.000000e+00      0
      0.271279    0.3481577717    1.2225861375    0.013291         0   0.000000e+00   0.000000e+00      4.3358   1.589801e-03  -1.000000e+00  -1.000000e+00      0
      0.271510    0.3487117171    1.2245179511    0.013312         0   0.000000e+00   0.000000e+00      4.3379   1.588548e-03  -1.000000e+00  -1.000000e+00      0
      0.271741    0.3492658676    1.2245179511    0.013333         0   0.000000e+00   0.000000e+00      4.3399   1.586615e-03  -1.000000e+00  -1.000000e+00      0
      0.271972    0.3498200881    1.2264456250    0.013354         0   0.000000e+00   0.000000e+00      4.3420   1.584302e-03  -1.000000e+00  -1.000000e+00      0
      0.272203    0.3503748454    1.2264456250    0.013376         0   0.000000e+00   0.000000e+00      4.3440   1.583325e-03  -1.000000e+00  -1.000000e+00      0
      0.272434    0.3509295734    1.2264456250    0.013397         0   0.000000e+00   0.000000e+00      4.3461   1.580739e-03  -1.000000e+00  -1.000000e+00      0
      0.272666    0.3514846957    1.2283691548    0.013418         0   0.000000e+00   0.000000e+00      4.3482   1.579364e-03  -1.000000e+00  -1.000000e+00      0
      0.272897    0.3520400543    1.2283691548    0.013439         0   0.000000e+00   0.000000e+00      4.3844   1.577544e-03  -1.000000e+00  -1.000000e+00      0
      0.273128    0.3525954834    1.2302885359    0.013461         0   0.000000e+00   0.000000e+00      4.3864   1.575259e-03  -1.000000e+00  -1.000000e+00      0
      0.273359    0.3531515150    1.2302885359    0.013482         0   0.000000e+00   0.000000e+00      4.3885   1.574485e-03  -1.000000e+00  -1.000000e+00      0
      0.273590    0.3537075651    1.2302885359    0.013503         0   0.000000e+00   0.000000e+00      4.3905   1.572062e-03  -1.000000e+00  -1.000000e+00      0
      0.273821    0.3542640275    1.2322037632    0.013524         0   0.000000e+00   0.000000e+00      4.3926   1.570756e-03  -1.000000e+00  -1.000000e+00      0
      0.274052    0.3548207900    1.2322037632    0.013546         0   0.000000e+00   0.000000e+00      4.3946   1.569137e-03  -1.000000e+00  -1.000000e+00      0
      0.274283    0.3553776235    1.2341148313    0.013567         0   0.000000e+00   0.000000e+00      4.3969   1.566878e-03  -1.000000e+00  -1.000000e+00      0
      0.274514    0.3559350976    1.2341148313    0.013588         0   0.000000e+00   0.000000e+00      4.3990   1.566224e-03  -1.000000e+00  -1.000000e+00      0
      0.274745    0.3564925923    1.2341148313    0.013610         0   0.000000e+00   0.000000e+00      4.4010   1.563833e-03  -1.000000e+00  -1.000000e+00      0
      0.274976    0.3570504637    1.2360217348    0.013631         0   0.000000e+00   0.000000e+00      4.4031   1.562444e-03  -1.000000e+00  -1.000000e+00      0
      0.275207    0.3576086460    1.2360217348    0.013652         0   0.000000e+00   0.000000e+00      4.4051   1.560875e-03  -1.000000e+00  -1.000000e+00      0
      0.275438    0.3581668544    1.2379244684    0.013674         0   0.000000e+00   0.000000e+00      4.4072   1.558515e-03  -1.000000e+00  -1.000000e+00      0
      0.275669    0.3587257071    1.2379244684    0.013695         0   0.000000e+00   0.000000e+00      4.4093   1.557883e-03  -1.000000e+00  -1.000000e+00      0
      0.275900    0.3592845587    1.2379244684    0.013717         0   0.000000e+00   0.000000e+00      4.4113   1.555457e-03  -1.000000e+00  -1.000000e+00      0
      0.276132    0.3598437351    1.2398230273    0.013738         0   0.000000e+00   0.000000e+00      4.4134   1.553942e-03  -1.000000e+00  -1.000000e+00      0
      0.276363    0.3604032201    1.2398230273    0.013759         0   0.000000e+00   0.000000e+00      4.4154   1.552386e-03  -1.000000e+00  -1.000000e+00      0
      0.276594    0.3609626830    1.2417174067    0.013781         0   0.000000e+00   0.000000e+00      4.4175   1.549919e-03  -1.000000e+00  -1.000000e+00      0
      0.276825    0.3615227633    1.2417174067    0.013802         0   0.000000e+00   0.000000e+00      4.4195   1.549226e-03  -1.000000e+00  -1.000000e+00      0
      0.277056    0.3620828185    1.2417174067    0.013824         0   0.000000e+00   0.000000e+00      4.4216   1.546760e-03  -1.000000e+00  -1.000000e+00      0
      0.277287    0.3626431405    1.2436076023    0.013845         0   0.000000e+00   0.000000e+00      4.4237   1.545106e-03  -1.000000e+00  -1.000000e+00      0
      0.277518    0.3632037693    1.2436076023    0.013866         0   0.000000e+00   0.000000e+00      4.4599   1.543566e-03  -1.000000e+00  -1.000000e+00      0
      0.277749    0.3637643550    1.2436076023    0.013888         0   0.000000e+00   0.000000e+00      4.4619   1.541068e-03  -1.000000e+00  -1.000000e+00      0
      0.277980    0.3643255133    1.2454936098    0.013909         0   0.000000e+00   0.000000e+00      4.4640   1.540266e-03  -1.000000e+00  -1.000000e+00      0
      0.278211    0.3648866625    1.2454936098    0.013931         0   0.000000e+00   0.000000e+00      4.4660   1.537873e-03  -1.000000e+00  -1.000000e+00      0
      0.278442    0.3654480466    1.2473754254    0.013952         0   0.000000e+00   0.000000e+00      4.4681   1.536153e-03  -1.000000e+00  -1.000000e+00      0
      0.278673    0.3660097626    1.2473754254    0.013974         0   0.000000e+00   0.000000e+00      4.4702   1.534702e-03  -1.000000e+00  -1.000000e+00      0
      0.278904    0.3665714410    1.2473754254    0.013995         0   0.000000e+00   0.000000e+00      4.4722   1.532248e-03  -1.000000e+00  -1.000000e+00      0
      0.279135    0.3671336740    1.2492530448    0.014017         0   0.000000e+00   0.000000e+00      4.4743   1.531412e-03  -1.000000e+00  -1.000000e+00      0
      0.279367    0.3676959397    1.2492530448    0.014038         0   0.000000e+00   0.000000e+00      4.4763   1.529159e-03  -1.000000e+00  -1.000000e+00      0
      0.279598    0.3682584356    1.2511264639    0.014060         0   0.000000e+00   0.000000e+00      4.4784   1.527449e-03  -1.000000e+00  -1.000000e+00      0
      0.279829    0.3688213169    1.2511264639    0.014081         0   0.000000e+00   0.000000e+00      4.4804   1.526163e-03  -1.000000e+00  -1.000000e+00      0
      0.280060    0.3693841964    1.2511264639    0.014103         0   0.000000e+00   0.000000e+00      4.4825   1.523832e-03  -1.000000e+00  -1.000000e+00      0
      0.280291    0.3699476435    1.2529956781    0.014124         0   0.000000e+00   0.000000e+00      4.4845   1.523045e-03  -1.000000e+00  -1.000000e+00      0
      0.280522    0.3705111935    1.2529956781    0.014146         0   0.000000e+00   0.000000e+00      4.4866   1.521007e-03  -1.000000e+00  -1.000000e+00      0
      0.280753    0.3710749923    1.2548606825    0.014167         0   0.000000e+00   0.000000e+00      4.4887   1.519366e-03  -1.000000e+00  -1.000000e+00      0
      0.280984    0.3716392443    1.2548606825    0.014189         0   0.000000e+00   0.000000e+00      4.4907   1.518279e-03  -1.000000e+00  -1.000000e+00      0
      0.281215    0.3722035345    1.2548606825    0.014211         0   0.000000e+00   0.000000e+00      4.4927   1.516080e-03  -1.000000e+00  -1.000000e+00      0
      0.281446    0.3727683998    1.2567214715    0.014232         0   0.000000e+00   0.000000e+00      4.4948   1.515325e-03  -1.000000e+00  -1.000000e+00      0
      0.281677    0.3733334253    1.2567214715    0.014254         0   0.000000e+00   0.000000e+00      4.4969   1.513461e-03  -1.000000e+00  -1.000000e+00      0
      0.281908    0.3738987015    1.2585780397    0.014276         0   0.000000e+00   0.000000e+00      4.4990   1.511843e-03  -1.000000e+00  -1.000000e+00      0
      0.282139    0.3744644810    1.2585780397    0.014297         0   0.000000e+00   0.000000e+00      4.5337   1.510903e-03  -1.000000e+00  -1.000000e+00      0
      0.282370    0.3750303232    1.2585780397    0.014319         0   0.000000e+00   0.000000e+00      4.5357   1.508791e-03  -1.000000e+00  -1.000000e+00      0
      0.282601    0.3755967355    1.2604303811    0.014341         0   0.000000e+00   0.000000e+00      4.5378   1.508033e-03  -1.000000e+00  -1.000000e+00      0
      0.282833    0.3761633545    1.2604303811    0.014362         0   0.000000e+00   0.000000e+00      4.5398   1.506311e-03  -1.000000e+00  -1.000000e+00      0
      0.283064    0.3767302185    1.2622784897    0.014384         0   0.000000e+00   0.000000e+00      4.5419   1.504695e-03  -1.000000e+00  -1.000000e+00      0
      0.283295    0.3772976294    1.2622784897    0.014406         0   0.000000e+00   0.000000e+00      4.5440   1.503881e-03  -1.000000e+00  -1.000000e+00      0
      0.283526    0.3778651235    1.2622784897    0.014427         0   0.000000e+00   0.000000e+00      4.5460   1.501843e-03  -1.000000e+00  -1.000000e+00      0
      0.283757    0.3784331812    1.2641223592    0.014449         0   0.000000e+00   0.000000e+00      4.5481   1.501078e-03  -1.000000e+00  -1.000000e+00      0
      0.283988    0.3790014927    1.2641223592    0.014471         0   0.000000e+00   0.000000e+00      4.5501   1.499497e-03  -1.000000e+00  -1.000000e+00      0
      0.284219    0.3795700459    1.2659619833    0.014493         0   0.000000e+00   0.000000e+00      4.5522   1.497888e-03  -1.000000e+00  -1.000000e+00      0
      0.284450    0.3801391927    1.2659619833    0.014515         0   0.000000e+00   0.000000e+00      4.5543   1.497206e-03  -1.000000e+00  -1.000000e+00      0
      0.284681    0.3807084450    1.2659619833    0.014536         0   0.000000e+00   0.000000e+00      4.5563   1.495245e-03  -1.000000e+00  -1.000000e+00      0
      0.284912    0.3812782528    1.2677973553    0.014558         0   0.000000e+00   0.000000e+00      4.5584   1.494467e-03  -1.000000e+00  -1.000000e+00      0
      0.285143    0.3818483535    1.2677973553    0.014580         0   0.000000e+00   0.000000e+00      4.5604   1.493003e-03  -1.000000e+00  -1.000000e+00      0
      0.285374    0.3824186778    1.2696284684    0.014602         0   0.000000e+00   0.000000e+00      4.5625   1.491361e-03  -1.000000e+00  -1.000000e+00      0
      0.285605    0.3829896186    1.2696284684    0.014624         0   0.000000e+00   0.000000e+00      4.5645   1.490747e-03  -1.000000e+00  -1.000000e+00      0
      0.285836    0.3835606569    1.2696284684    0.014646         0   0.000000e+00   0.000000e+00      4.5666   1.488782e-03  -1.000000e+00  -1.000000e+00      0
      0.286067    0.3841322079    1.2714553160    0.014668         0   0.000000e+00   0.000000e+00      4.5687   1.487902e-03  -1.000000e+00  -1.000000e+00      0
      0.286299    0.3847040548    1.2714553160    0.014690         0   0.000000e+00   0.000000e+00      4.5707   1.486459e-03  -1.000000e+00  -1.000000e+00      0
      0.286530    0.3852760731    1.2732778917    0.014711         0   0.000000e+00   0.000000e+00      4.5728   1.484697e-03  -1.000000e+00  -1.000000e+00      0
      0.286761    0.3858487009    1.2732778917    0.014733         0   0.000000e+00   0.000000e+00      4.6110   1.484073e-03  -1.000000e+00  -1.000000e+00      0
      0.286992    0.3864213941    1.2732778917    0.014755         0   0.000000e+00   0.000000e+00      4.6130   1.482043e-03  -1.000000e+00  -1.000000e+00      0
      0.287223    0.3869945409    1.2750961894    0.014777         0   0.000000e+00   0.000000e+00      4.6151   1.481021e-03  -1.000000e+00  -1.000000e+00      0
      0.287454    0.3875679784    1.2750961894    0.014799         0   0.000000e+00   0.000000e+00      4.6171   1.479579e-03  -1.000000e+00  -1.000000e+00      0
      0.287685    0.3881415381    1.2769102033    0.014821         0   0.000000e+00   0.000000e+00      4.6192   1.477708e-03  -1.000000e+00  -1.000000e+00      0
      0.287916    0.3887157151    1.2769102033    0.014843         0   0.000000e+00   0.000000e+00      4.6213   1.477113e-03  -1.000000e+00  -1.000000e+00      0
      0.288147    0.3892899546    1.2769102033    0.014865         0   0.000000e+00   0.000000e+00      4.6233   1.475094e-03  -1.000000e+00  -1.000000e+00      0
      0.288378    0.3898646302    1.2787199276    0.014887         0   0.000000e+00   0.000000e+00      4.6254   1.474039e-03  -1.000000e+00  -1.000000e+00      0
      0.288609    0.3904396413    1.2787199276    0.014909         0   0.000000e+00   0.000000e+00      4.6274   1.472727e-03  -1.000000e+00  -1.000000e+00      0
      0.288840    0.3910147792    1.2805253563    0.014931         0   0.000000e+00   0.000000e+00      4.6295   1.470885e-03  -1.000000e+00  -1.000000e+00      0
      0.289071    0.3915905923    1.2805253563    0.014954         0   0.000000e+00   0.000000e+00      4.6315   1.470447e-03  -1.000000e+00  -1.000000e+00      0
      0.289302    0.3921665060    1.2805253563    0.014976         0   0.000000e+00   0.000000e+00      4.6336   1.468544e-03  -1.000000e+00  -1.000000e+00      0
      0.289534    0.3927428679    1.2823264829    0.014998         0   0.000000e+00   0.000000e+00      4.6357   1.467530e-03  -1.000000e+00  -1.000000e+00      0
      0.289765    0.3933196266    1.2823264829    0.015020         0   0.000000e+00   0.000000e+00      4.6378   1.466387e-03  -1.000000e+00  -1.000000e+00      0
      0.289996    0.3938965232    1.2841233008    0.015042         0   0.000000e+00   0.000000e+00      4.6399   1.464589e-03  -1.000000e+00  -1.000000e+00      0
      0.290227    0.3944741506    1.2841233008    0.015064         0   0.000000e+00   0.000000e+00      4.6419   1.464297e-03  -1.000000e+00  -1.000000e+00      0
      0.290458    0.3950519093    1.2841233008    0.015086         0   0.000000e+00   0.000000e+00      4.6440   1.462488e-03  -1.000000e+00  -1.000000e+00      0
      0.290689    0.3956301183    1.2859158029    0.015108         0   0.000000e+00   0.000000e+00      4.6461   1.461489e-03  -1.000000e+00  -1.000000e+00      0
      0.290920    0.3962087747    1.2859158029    0.015131         0   0.000000e+00   0.000000e+00      4.6481   1.460484e-03  -1.000000e+00  -1.000000e+00      0
      0.291151    0.3967875809    1.2877039820    0.015153         0   0.000000e+00   0.000000e+00      4.6502   1.458731e-03  -1.000000e+00  -1.000000e+00      0
      0.291382    0.3973671553    1.2877039820    0.015175         0   0.000000e+00   0.000000e+00      4.6875   1.458536e-03  -1.000000e+00  -1.000000e+00      0
      0.291613    0.3979469068    1.2877039820    0.015197         0   0.000000e+00   0.000000e+00      4.6896   1.456856e-03  -1.000000e+00  -1.000000e+00      0
      0.291844    0.3985271254    1.2894878305    0.015220         0   0.000000e+00   0.000000e+00      4.6916   1.455907e-03  -1.000000e+00  -1.000000e+00      0
      0.292075    0.3991078617    1.2894878305    0.015242         0   0.000000e+00   0.000000e+00      4.6937   1.455086e-03  -1.000000e+00  -1.000000e+00      0
      0.292306    0.3996887960    1.2894878305    0.015264         0   0.000000e+00   0.000000e+00      4.6957   1.453466e-03  -1.000000e+00  -1.000000e+00      0
      0.292537    0.4002705169    1.2912673403    0.015286         0   0.000000e+00   0.000000e+00      4.6978   1.453319e-03  -1.000000e+00  -1.000000e+00      0
      0.292768    0.4008524796    1.2912673403    0.015309         0   0.000000e+00   0.000000e+00      4.6999   1.451813e-03  -1.000000e+00  -1.000000e+00      0
      0.293000    0.4014349147    1.2930425029    0.015331         0   0.000000e+00   0.000000e+00      4.7019   1.450883e-03  -1.000000e+00  -1.000000e+00      0
      0.293231    0.4020179106    1.2930425029    0.015353         0   0.000000e+00   0.000000e+00      4.7040   1.450174e-03  -1.000000e+00  -1.000000e+00      0
      0.293462    0.4026011118    1.2930425029    0.015376         0   0.000000e+00   0.000000e+00      4.7060   1.448583e-03  -1.000000e+00  -1.000000e+00      0
      0.293693    0.4031850675    1.2948133099    0.015398         0   0.000000e+00   0.000000e+00      4.7081   1.448356e-03  -1.000000e+00  -1.000000e+00      0
      0.293924    0.4037692745    1.2948133099    0.015421         0   0.000000e+00   0.000000e+00      4.7101   1.446883e-03  -1.000000e+00  -1.000000e+00      0
      0.294155    0.4043539079    1.2965797529    0.015443         0   0.000000e+00   0.000000e+00      4.7122   1.445846e-03  -1.000000e+00  -1.000000e+00      0
      0.294386    0.4049391039    1.2965797529    0.015465         0   0.000000e+00   0.000000e+00      4.7142   1.445146e-03  -1.000000e+00  -1.000000e+00      0
      0.294617    0.4055244879    1.2965797529    0.015488         0   0.000000e+00   0.000000e+00      4.7163   1.443523e-03  -1.000000e+00  -1.000000e+00      0
      0.294848    0.4061105879    1.2983418238    0.015510         0   0.000000e+00   0.000000e+00      4.7183   1.443203e-03  -1.000000e+00  -1.000000e+00      0
      0.295079    0.4066969568    1.2983418238    0.015533         0   0.000000e+00   0.000000e+00      4.7204   1.441783e-03  -1.000000e+00  -1.000000e+00      0
      0.295310    0.4072837223    1.3000995146    0.015555         0   0.000000e+00   0.000000e+00      4.7224   1.440680e-03  -1.000000e+00  -1.000000e+00      0
      0.295541    0.4078710661    1.3000995146    0.015578         0   0.000000e+00   0.000000e+00      4.7245   1.440023e-03  -1.000000e+00  -1.000000e+00      0
      0.295772    0.4084585849    1.3000995146    0.015600         0   0.000000e+00   0.000000e+00      4.7265   1.438380e-03  -1.000000e+00  -1.000000e+00      0
      0.296003    0.4090467708    1.3018528171    0.015623         0   0.000000e+00   0.000000e+00      4.7622   1.437943e-03  -1.000000e+00  -1.000000e+00      0
      0.296235    0.4096352177    1.3018528171    0.015646         0   0.000000e+00   0.000000e+00      4.7642   1.436514e-03  -1.000000e+00  -1.000000e+00      0
      0.296466    0.4102239948    1.3036017239    0.015668         0   0.000000e+00   0.000000e+00      4.7663   1.435258e-03  -1.000000e+00  -1.000000e+00      0
      0.296697    0.4108133234    1.3036017239    0.015691         0   0.000000e+00   0.000000e+00      4.7683   1.434541e-03  -1.000000e+00  -1.000000e+00      0
      0.296928    0.4114027715    1.3036017239    0.015713         0   0.000000e+00   0.000000e+00      4.7704   1.432776e-03  -1.000000e+00  -1.000000e+00      0
      0.297159    0.4119928000    1.3053462278    0.015736         0   0.000000e+00   0.000000e+00      4.7724   1.432133e-03  -1.000000e+00  -1.000000e+00      0
      0.297390    0.4125830506    1.3053462278    0.015759         0   0.000000e+00   0.000000e+00      4.7745   1.430622e-03  -1.000000e+00  -1.000000e+00      0
      0.297621    0.4131735448    1.3070863224    0.015781         0   0.000000e+00   0.000000e+00      4.7765   1.429167e-03  -1.000000e+00  -1.000000e+00      0
      0.297852    0.4137645556    1.3070863224    0.015804         0   0.000000e+00   0.000000e+00      4.7786   1.428375e-03  -1.000000e+00  -1.000000e+00      0
      0.298083    0.4143556383    1.3070863224    0.015827         0   0.000000e+00   0.000000e+00      4.7806   1.426510e-03  -1.000000e+00  -1.000000e+00      0
      0.298314    0.4149472391    1.3088220018    0.015849         0   0.000000e+00   0.000000e+00      4.7827   1.425725e-03  -1.000000e+00  -1.000000e+00      0
      0.298545    0.4155390619    1.3088220018    0.015872         0   0.000000e+00   0.000000e+00      4.7848   1.424229e-03  -1.000000e+00  -1.000000e+00      0
      0.298776    0.4161310903    1.3105532600    0.015895         0   0.000000e+00   0.000000e+00      4.7869   1.422697e-03  -1.000000e+00  -1.000000e+00      0
      0.299007    0.4167236499    1.3105532600    0.015917         0   0.000000e+00   0.000000e+00      4.7889   1.421949e-03  -1.000000e+00  -1.000000e+00      0
      0.299238    0.4173162761    1.3105532600    0.015940         0   0.000000e+00   0.000000e+00      4.7910   1.420089e-03  -1.000000e+00  -1.000000e+00      0
      0.299469    0.4179093869    1.3122800913    0.015963         0   0.000000e+00   0.000000e+00      4.7930   1.419233e-03  -1.000000e+00  -1.000000e+00      0
      0.299701    0.4185027314    1.3122800913    0.015986         0   0.000000e+00   0.000000e+00      4.7951   1.417779e-03  -1.000000e+00  -1.000000e+00      0
      0.299932    0.4190962399    1.3140024902    0.016009         0   0.000000e+00   0.000000e+00      4.7972   1.416163e-03  -1.000000e+00  -1.000000e+00      0
      0.300163    0.4196902778    1.3140024902    0.016031         0   0.000000e+00   0.000000e+00      4.7992   1.415420e-03  -1.000000e+00  -1.000000e+00      0
      0.300394    0.4202843506    1.3140024902    0.016054         0   0.000000e+00   0.000000e+00      4.8013   1.413502e-03  -1.000000e+00  -1.000000e+00      0
      0.300625    0.4208788408    1.3157204513    0.016077         0   0.000000e+00   0.000000e+00      4.8368   1.412497e-03  -1.000000e+00  -1.000000e+00      0
      0.300856    0.4214735343    1.3157204513    0.016100         0   0.000000e+00   0.000000e+00      4.8388   1.410987e-03  -1.000000e+00  -1.000000e+00      0
      0.301087    0.4220683028    1.3174339699    0.016123         0   0.000000e+00   0.000000e+00      4.8409   1.409176e-03  -1.000000e+00  -1.000000e+00      0
      0.301318    0.4226635467    1.3174339699    0.016145         0   0.000000e+00   0.000000e+00      4.8430   1.408316e-03  -1.000000e+00  -1.000000e+00      0
      0.301549    0.4232587443    1.3174339699    0.016168         0   0.000000e+00   0.000000e+00      4.8450   1.406226e-03  -1.000000e+00  -1.000000e+00      0
      0.301780    0.4238542520    1.3191430420    0.016191         0   0.000000e+00   0.000000e+00      4.8471   1.404982e-03  -1.000000e+00  -1.000000e+00      0
      0.302011    0.4244499096    1.3191430420    0.016214         0   0.000000e+00   0.000000e+00      4.8491   1.403364e-03  -1.000000e+00  -1.000000e+00      0
      0.302242    0.4250455527    1.3208476645    0.016237         0   0.000000e+00   0.000000e+00      4.8512   1.401363e-03  -1.000000e+00  -1.000000e+00      0
      0.302473    0.4256416405    1.3208476645    0.016260         0   0.000000e+00   0.000000e+00      4.8532   1.400445e-03  -1.000000e+00  -1.000000e+00      0
